title,rate,comment
"
幻のうなぎの価値と、自分の価値観
",3.8,"
          今更ながら去年のレビューです！コミケ帰りの地方友人に「精をつけたい！」と、強制的に連れて行かれたこのお店(´͈ ૢᐜ `͈ૢ)いつも思うんだけどやつらの財力はどこから来てるのか・・・？話が逸れました。目白駅から徒歩2分。落ち着いた佇まいに、どこか格式めいたものが滲んでいます。2019うなぎ百名店選出！友人はどうやら遠征前から目星をつけていたらしく、お目当ては「共水うなぎ」です！地方民も目をつけるうなぎとは・・・健康で美味しさを第一に、飼育方法に制限があり、全国で30数軒しか味わうことができない「幻のうなぎ」だそう！！！------------------------------------・共水うなぎ重 5800円うなぎって高いものだけど、さらに高い！予備知識がなく連れて行かれたので、ビビります・・・。通常のうなぎもありますが、それじゃあこの店に来た意味がない。せっかくなので皆して頼んでみることに。注文してから調理をはじめるので、提供まで1杯しながら待ちました。うな重・肝吸い・香の物がついています。重の蓋をあけて、、出た！肉厚でふっくらした身に、タレと焼きが鼻腔をくすぐる高級うなぎ！すごく綺麗な焼き色。こちらは関東風。箸を入れると、さらにふわっと香り、これは、かなり美味しい・・・！雑味がなく、ご飯・うなぎ・タレが三位一体。ややタレが足りないけど、うなぎ本来の美味しさを堪能できます。肝吸いも安定の美味しさ。本当好き。通常のうなぎに比べてDHAやEPAを4～5倍含んでいるそうです。美味しく、健康になれる♪------------------------------------2018年7月にオープンしたのに、すぐに人気店入り。おみそれいたしましたm(__)m店主は神楽坂のうなぎ屋「かぐら坂 志満金」で25年ほどうなぎ職人として腕を磨いたそうです。とても落ち着いたお店で、心なしか客層も上ランク。役職ついてそうな方々ばかりです。本当に美味しくいただいたのですが、私が貧乏性なので「この一口いくらだろう」なんて考えてしまいました(^^;)”幻のうなぎ”と謳うくらいなので、希少価値あり。そこに価値観が合うかでこの店の評価は変わります。精をつけて、友人らは「コミケ3日目頑張る！」と去っていきました（笑）
        "
"
共水うなぎ
",3.6,"
          目白駅の改札を出て左手にある交番脇の階段を降りた所にある鰻屋さん以前は串焼き屋さんだった所ですね。カウンターの奥にテーブル席が3つ、小上がりの個室がひとつこちらは共水うなぎが食べられるお店だということで共水うなぎのうな重と白焼きをお願いしました。白焼きは塩とわさび、塩辛風のタレ？でいただきます。(このタレの説明がして欲しかった…)蒸しと焼きが選べるのですが、蒸しで…フワッと柔らかく美味しい！共水うなぎは、大井川の南アルプス伏流水で育てられた養殖うなぎのことで、人間の体に良いとされるDHAやEPAを一般養殖うなぎの4～5倍含んでいるそう。確かにうなぎは柔らかくて美味しかった♪ただうな重はご飯の量も選べるのですが、普通でもかなりの量があるので、女性は少な目でも良いと思います。タレは甘くなくスッキリしたタレで、江戸前っぽい濃厚な感じてはありません。新しいお店だからかな？ごちそうさまでした(*^O^*)
        "
"
【鰻は目白に限る、か？】
",3.8,"
          目白のこの店には鰻のフルコースがあるので、今回接待に使ってみた。実はこの店にはあの幻の共水うなぎのフルコースがあって、煮うなぎやら色んな前菜、串焼きでは肝焼き、その他2種の串焼き、共水うなぎ白焼き、共水うなぎ鰻重…がこれでもかって揃うコースがある。そのコースを2週間前にネットで予約オーダー。当日、予定より早めに到着。お相手おふたりは時間通りに到着。生ビールを飲みつつお通しが出るのを10分近く待つが…、…んん〜、なかなか何も出てこない。注文メニューを聞きに来る店員さんに、「コース頼んでますけど…」と僕。「え？確認します」と店員さん…。そこからしばらく経って店主が「手違いで予約されたコースが出来ない、です」「え？共水うなぎも対応出来ないんですか？」と僕、店主が「共水うなぎは対応出来るけど、普通のコースになります、肝焼きなど串が出来ません」と言う。ええええ？接待なのでちょっとみっともない姿も出来ないので、まあ「今日の出来る限りでお願いします」と、このあたりでオトナ対応を心がけて、進めてもらう事にした。気持ちを切り替えて、料理スタート。お通しの「白焼き、酢味噌、きゅうり」は夏らしく爽やかな酸味のひと皿。前菜として「鰻の一夜干し、串は倶利伽羅焼き、骨せんべい、鰻のライスコロッケ、肝ポン酢」…酒のツマミに良い感じ。ライスコロッケに少しトリュフの風味が使われている。続いて「う巻き、鰻のハムオリーブかけ」…ハムはこれまで食べたことなかったなぁ。少し粗塩を付けて食べると美味。ここで鰻ではなく「お造り」…イサキ、ハタ、ハモ、マグロ、イカ、と多種。イカとトロマグロが美味しかった。「白焼きを地焼きで」…鰻重は関東風で蒸し焼きだと言うこともあり、元々関西系の地焼きの方が好きな僕としては白焼きは是非地焼きで食べたいと思っていて、お相手おふたりとも、そうしたいと言うことだったので地焼きでいただく。肝醤油が付いてくるが、時々使う程度の味変にいただいたが、やはり美味しいのはわさびと粗塩かな。共水うなぎの鰻重はふわふわタイプだが、文句なしに美味しい。ごはんも少し硬めで好み。タレも甘すぎず、ほど良い味。最後に出て来たデザートは意外にも「コーヒーゼリー」。上にクリーム、コーヒーゼリー、最下層にあんこの三層。甘過ぎず、かと言って苦味と甘味も絡まって美味。ちょっと行き違いはあったが、美味しくいただけた。目白も案外美味しい店が増えて来た。
"
"
土用の丑の日に希少な幻の共水鰻
",3.8,"
          【食べログうなぎ百名店2019選出店】　　目白駅から徒歩1分くらいの鰻専門店。　目白駅に一番近い建物ですが大通り沿いでなく駅前の通りから階段を下りた線路沿いにあります。　　神楽坂の志満金で27年に渡っていらした職人さんが独立開業されたお店で全国約40軒にしか流通しない幻のうなぎ「共水うなぎ」が堪能できます。　席が多くて便利なので、志満金によく行きますが厨房は見えないので、職人さんを初めてお見かけしました。　お店に入ると、シンプルな雰囲気でカウンター席、テーブル席があり奥に掘り炬燵式の個室があります。　　　　◆頂いたもの共水うな重　共水うな重肝吸いお新香　共水うな重大井川の南アルプス天然地下水で育てられたブランド鰻。肉厚で筋肉質の鰻は、口の中でとろける食感で、旨みがあって美味しい。脂がのってるというより、あっさり感がありました。タレもとてもあっさり味。もう少しコクがあって、濃い甘醤油味の方が好みだけど鰻そのものの旨みが楽しめていいかな。　　肝吸いは、やや塩気が強い気がしました。　　　冬は脂がのってるだろうから、また食べに行きたいです。　　　　ごちそうさまでした。
        "
"
共水うな重
",4.0,"
          目白の【うなぎ 目白ぞろ芽】さんに伺いました。JR目白駅を出て歩いて1分ぐらいの場所。目白駅前交番の少し先にある階段を下りた左手にお店はあります。今回初めての訪問。土曜日の11時30分、店内のお客さんは7人。12時になると予約のお客さんなどが来店し満席になりました。オープンして1年ぐらいのお店ということでとても綺麗で清潔感があります。お店はカウンター席、テーブル席、店内の左手奥に掘りごたつの席がありました。カウンター席に通され注文。◆注文　共水うな重(5,800円)※ご飯の大盛りは無料。今回は大盛りで注文。ランチのメニューにはぞろ芽御膳(3,000円ランチ限定)うな重特上(5,600円)うな重上(3,800円)うな丼(2,500円)うな玉丼(1,900円)親子丼(1,200円)などがありました。(価格は税込み)共水うなぎ以外は国産の厳選されたうなぎを使用しているとのこと。共水うなぎは焼津市の株式会社共水さんで生産されたブランドうなぎ。一般養殖のうなぎに比べDHAやEPAを4～5倍多く含んでいるとのことです。こちらのお店では通常のうな重のうなぎは、素焼きを済ませ蒸し器に入れられた状態のうなぎを注文を受けてから炭火でタレをつけて焼き上げます。そのため注文からそれほど時間がかからず提供されていました。私が注文した共水うな重はすでに捌かれ串に刺されたうなぎを素焼きに。その後蒸され、最後に再び焼かれるという通常の関東風の工程を丁寧に行うため提供に若干時間がかかります。共水うな重は注文して30分ぐらいで提供されました。うな重には肝吸いとお新香がついていました。うなぎは余分な脂が落ちた状態でとても柔らかくふわとろ。とろけてとても美味しいです。香りも良く山椒は使わず頂きました。タレは甘味、辛味、塩味は強くなく醤油の酸味が少しだけ強いかなという感じでバランスの良い上品であっさりした味わい。長年継ぎ足し継ぎ足しで使っているような奥深さのある味わいではありませんが、とても上品で飽きずに食べ続けることが出来るタレだと思いました。私は好きな味でした。ご飯は小粒で少し硬めでふっくらした炊き加減。好みの炊き加減でした。タレはお米一粒一粒にいい感じでコーティングされた状態で、タレがかけ過ぎ少な過ぎではなく、うなぎ、ご飯、タレのバランスがとても良く美味しく食べることができました。肝吸いはごく普通でした。店内はジャズが流れ、落ち着いた雰囲気。スタッフは男性3人、女性1人。男性は調理と仕込みがほとんどで接客は女性1人で行っていました。接客はごく普通でしたが、頑張っているということは感じ取ることが出来ました。便利な場所で、うな重の味が好みだったので、また伺いたいと思います。共水うな重は少し高いので、次回はランチ限定の「ぞろ芽御膳」を頂きたいと思います。ごちそうさまでした。
"
"
共水うなぎを使う新店
",3.6,"
          2019年6月の夜です。仕事帰りに目白に出ました。昨年秋に駅側にできた鰻屋が目当てです。季節的には養殖鰻の季節ではないですが、ブランド鰻の一つである共水うなぎが食べられるということで話題になっておりどうしても食べたくなって訪問しました。駅の脇の坂を下ったところにお店はあります。中はL字型のカウンター席に左にはテーブル席。奥には半個室もあるみたい。カウンター内の焼き場やまな板が横からよく見える良い位置の席に案内されました。メニューを開くとコースが2種類。それ以外にはうな重や蒲焼、白焼きがあり、うな重は共水うなぎが選べるようになっています。一品料理も充実していますね。この日は共水うな重（税込5800円）を注文しました。◇共水うな重見ていると共水うなぎは注文を受けてから捌いている様子。桶から大きいうなぎが取り出されて手際よく捌かれていきます。鰻が一から捌かれるのを見るのは初めてで面白い。1匹分に串が打たれて炭火の上に乗せてまずは白焼きに、そして奥の厨房で一旦蒸しあげられて再度炭火にかけられました。鰻が炭火にかけられるとかなりの煙と香りが店内に立ち上ります。客席の方に煙が行かないように店員さんが仰ぎ返すほど。でも鰻の香りを楽しみたい私にとっては大歓迎なんですけどね。さて注文して40分あまりでうな重が来ました。蓋を開けると焦げ目がほとんどないきれいな蒲焼きがご飯を覆うようにのっています。まずは一口うなぎだけ。なるほど肉厚の鰻ですね。脂のノリは期待していたほどではないですが、鰻の味という面では普通の鰻とは違います。身はしっかり蒸されていてとろりとした身になっています。一方皮はかなりしっかり食感が残っていて箸で切るのは大変なところも。ここは意図してこういう仕上がりなのか気になるところです。タレは結構あっさり目。鰻が思ったよりあっさりしているので個人的にはもう少しコクがあっはほうがいいかなと思いました。ご飯は硬めの炊き上がり。こっちは好みでした。さて共水うなぎでしたが予想よりだいぶあっさりしてちょっと期待はずれでした。真価はやっぱり冬来ないとわからないみたいです。他のお客さんはコースを頼んだり、一品料理をつまみながら最後にうな重を楽しんだりしていて居酒屋使いも面白そうです。何より鰻を焼く香りをダイレクトに楽しめるのがいいと思いました。季節を変えてまた来ます。ごちそうさまでした。
        "
"
昼に利用。まずまずの満足感
",3.8,"
          　この連休は暫くご無沙汰していたり、なかなか足を運びづらかった蕎麦屋を集中して廻るようにしたが、偶には別のものをと鰻屋に行ってみた。　選んだのは、我が家から行きやすい目白のこちら。　最近方々から良い評判を耳にするので、一度寄ってみたいと思っていた。　場所は目白の駅を出て左に向かうと、すぐに石段がありそれを下った便の良い所。　店は横に長く、右手にカウンターが伸び、左手の様子はよく分からなかったがテーブル席や座敷が有るようだ。　開店時刻の11時を少し回ったころだが、テーブル席にはすでに何組かが居る気配。　私はカウンターの一番奥の席に通された。　品書きで目立つのは写真入りのランチメニューで、その中の鰻の他に刺身やいくつかの副菜も付く「ぞろ芽御膳」と言うのがなかなか面白そう。　通常は3,000円だが、その中の「うな丼」をプラス2,000円で「うな重（上）」に変更できるので、これでお願いする。（さらに2,000円プラスすると「共水うなぎ」になるとのこと）　合わせてビール（プレミアム熟撰）を注文。　ビールのグラスを傾けるうちに、うな重以外の料理が角盆に乗って登場。　「刺身」の内容は、鯛と平目が3切れと鮪トロ1片で、いずれもなかなかの上物で包丁技も冴えている。　魚類は愛媛から直送されていることを、スタッフと他の客との会話から聞こえてきた。　つまなどの添え物もきちんとしており、生のビーツが添えられているのが面白い。　副菜は日によって変わるようで、この日は「菜の花のお浸し」「ぜんまいと蒟蒻の煮物」「切り干し大根煮」の3品。　煮物類が温かいのは良かったが味付けが似通っており、ぜんまいはやや筋張っていて長いまま。　大根も同様に長すぎて、ちょっと食べ難かった。　鰻は少し時間が掛かるようなので、酒を一合追加。　土佐の「酔鯨」を選ぶが、料理を肴にしてゆっくりと楽しむ。　タイミングよく「うな重」の一式が登場。　蓋を開ければまずまずの大きさの一尾分が、きちんと収まっている。　焼き色にも斑が無く、箸を当てればすっと入り皮が剥がれるようなことも無い、江戸前伝統の丁寧な仕事。　鰻自体の味は比較的あっさりしており、たれも甘さの少ないさっぱりとした味わい。　ご飯は硬めの炊き加減で、たれの掛かり具合も丁度良い。　山椒を挽くミルが卓上に置かれているが、出が悪くあまり感心は出来なかった。　　「吸い物」には肝は「肝焼き」に回すためか入っていないが、控えめな加減が好ましい。　「香の物」は大根・胡瓜・キャベツなどの盛り合わせで、定法の奈良漬けが無いのは残念だが、浅漬けの「べったら」のような大根の味と歯触りが良かった。　ミニコース的に色々と味わえて、まずまずの満足感。　　料理の内容には一長一短は有るが、刺身の美味さと質に良さは印象に残る。　メインの「うな重」の出来も上々。　こちらのご主人は、神楽坂の「志満金」出身とのこと。　すっきりとした「たれ」の味に、その片鱗が感じられる。　勘定はビールや酒を含めて、内税で6,500円はリーズナブルに感じる。　我が家からは便が良く、これからも寄ってみたいと思う。
        "
"
目白のうなぎ　新しい店
",3.5,"
          友達とうなぎを食べる会を続けている。今回は出来てまだ日が浅いという目白のお店に行ってみた。出来たばかりなのに、評価が高いので気になったのだ。目白駅を出てすぐ、階段を下りたところにある。平日の昼に予約して、12時前に入店。ビルの１階で、暖簾がなければ普通の食事処。カウンターとテーブルと、奥に小さな座敷もある。まだ新しい店内は、こざっぱりとしていて、感じがいい。カウンター席の前に立場があり、フロアには黒づくめの仕事着を来た若い女性が応対してくれる。うな重は、上　　3800円特上　5600円共水うなぎ　5800円となっている。普通のうなぎ、上を注文。おいしければまた来て、共水を食べてみよう。しかし、注文して10分ほどでうな重が出てきた。驚きの早さ。なぜ？って二人で顔を見合わせてしまった。別に待たされることがいいとは思わないが、うなぎがこんなに早く出てくると調理法を疑ってしまう。白焼きまでではなく、すでに蒸してあるのだろうか。まあ、食べてからにしよう。うなぎの大きさはまあまあ。しかし、柔らかい。私には柔らかすぎる。箸で裏返そうとすると、崩れてしまう。ほとんど焦げ目はなく、きれいに仕上がってはいる。もう少し焼いて欲しいなあ。炭の香りはしない。タレはあっさり。他のレビューを読むとタレが濃いと書いていた人が何人かいたが、そういう感じはしなかった。甘くなく、からさもさほど感じない。身の厚さは普通。脂は乗っていた。うなぎそのものの味があまり感じられない。ご飯はいいと思った。肝吸いではなく、お吸い物。味付けはごくごく薄目だが、おいしかった。新香はとりたてていうことはない。期待していたが、残念ながらはずれた。こういう柔らかいのが好みの人には、いいのかも知れない。私には歯ごたえのないトロトロうなぎだった。これはさばき方、焼き方の問題なので、共水を食べても変わらないだろう。山椒はその場でミルする容器に入っている。でも、うなぎに山椒をかけないおいらには、関係ない。お茶は、最初は緑茶が、後でほうじ茶が出された。感じのいい湯呑が使われている。おいしいうなぎを期待したのだが、それ程ではなくてちょっと残念だった。
        "
"
これぞ五感に惚れてしまったドラマである。
",3.7,"
          山手線【目白駅】徒歩１分の場所にある、もうすぐ１年を迎えるお店で、店主は神楽坂の志満金で２７年（鰻職人としては３０年の実績）の知識と技術を兼ね備えており、著名人が通う名店であることを付け加えておきます。まず志満金と言えば、創業1４0年という老舗の中の老舗で、あの有名な新潟の首相も通ったとされるお店であり、日本国内でもうなぎ割烹・懐石料理の料亭としては、毎回名前が挙がる超名店であることをお伝えします。140年前の歴史と言えば、エジソンが電灯会社を設立し、フィラメント（電球の発熱線条という光る部分）には、日本の竹を使うことで白熱電球を灯すことに成功したことは有名です。ここでちょっと一言、「日本の竹」は、熱が入るときれいに炭化し、耐熱性があるため電気が通り「光る」のには最高の材質であったとされる。因みに外国産は炭化するとスカスカとなって灰になって消えてしまうからである。このお店で取り扱っているうなぎは、あのブランドである「共水うなぎ」を使用し、日本の心を大切にした味を創り出されていることは過言ではない。当うなぎは、全国で30数件の鰻店のみでしか味わうことのできない「幻の鰻」で、静岡県焼津市にある共水(株)のブランドの天然に近い養殖うなぎである。一般のうなぎと違って、DHA（脳の活性化・記憶などを高める効果）は53倍、EPA（血液をサラサラにし動脈硬化を予防）は36倍と、たいへん体に良い効能を齎すうなぎである。さて、共水うな重（5800円）は、代表的は関東風の焼き方で、蒸してから備長炭の遠赤外線にじっくり焼きあげられ、今ようやく自席に運ばれてきた。蓋をそっと開ける時が最高の幸せで、五感（触覚・味覚・聴覚・視覚・嗅覚）が潤う瞬間でもある。炊きたてのご飯の上に乗せられたふっくらとした肉厚のうなぎは、雑味がなく脂がまろやかで秘伝のたれと相まって、ゆっくり口の中で溶けていく。もう口の中のすべての細胞が喜び満ち溢れて大宴会だ。これぞ五感に惚れてしまったドラマであった。ご馳走様でした。
"
"
共水鰻で飲める店！！
",3.9,"
          神楽坂「志満金」の鰻を焼いていた方が独立したと聞き、楽しみに偵察に。お付合いのある会長が、志満金の鰻が好きで、わざわざ東京にいらした時は神楽坂に立ち寄っていたのですが、「最近ちょっと違うんだよなぁ」とおっしゃっていたのはこういうこと？？？ 夜19時。予約をして伺いましたが、店内はふらっと客も含めてほぼ満席。中に入っても高級店！老舗！という雰囲気は無くふらりと入れる感じのお店です。さてさて、日本酒を頂きましょう。コースではなくアラカルトで。鰻屋さんなのに、「アテ」が充実しています。以下のオーダーを４人でシェア。お酒は日本酒を何合飲んだか。。。知りません笑。 ・鶏ハムのサラダとってもジューシーな鳥！これ好きだわぁ。 ・くりから思ったよりも小ぶりな感じのくりから。タレはあっさり。鰻も脂っぽくなく弾力がしっかりしていたのでペロリ。 ・ウマキ豪快な感じ。玉子焼きも甘くて濃い！これお弁当入ってたら１日ウキウキする。 ・骨煎餅なんと揚げたて！タマタマだったのかしら？熱々で出てきてあっという間に無くなったのでおかわり笑 ・イカ酒盗これはーーー。サイズは小さいんだけど飲めちゃう！！！イカはアオリイカかな？思ったより大振りに切られていて歯ごたえも楽しめました。 ・湯葉煮びたしお味付けが丁度良い。まるで会席料理の一皿。味も濃くなくて日本酒のアテにずっといただける。 ・共水鰻白焼き（地焼き）共水は地焼きも選べるとのことで是非！と地焼きに。これが今日一のヒット！！！なんと山葵、塩、肝醤油！！！！が用意されていました。マーベラス！！！ ・特上うな重この日のウナギは浜名湖の養殖鰻。脂ものっていました！ちなみに、上と特上は鰻の枚数が異なるだけとのことでした。 ・共水鰻のうな重食べ比べをするとこちらは筋肉質なのがわかりますね。私的にはこっちの勝ち♡タレはあっさり、山椒はミルタイプなので香りが高いです。ご飯は人それぞれ好みがあると思いますが、個人的にはもう少し硬めのご飯がうな重には好きです。私はうな重より、鰻定食で食べたいかも♪ 
        "
"
こだわりの鰻が食べられる！！
",4.2,"
          今回はピンチヒッターでの参加。當店は友人が行っていて良かったという話を聞いていてブックマークしていたところだ。さてさて目白駅に１８時半過ぎに到着。１９時開始と言うことでちょっと早い。幹事のSさんにメッセージしてみたら、別の店で０次会をやられている模様。そしてお店に入って先に飲んでてというメッセージ。であればということで一人お店に入りました。駅からとても近いのがいいですね。ちょっとわかりにくいですが正面から階段で降りて裏側に回ったところに入り口がありました。１階と言えば１階。地下一階といえば地下。。ちょっと重い引き戸を開けて中に入ります。カウンター席にはサラリーマンの方や年配のお客さん、テーブル席には家族連れの方がいらっしゃいました。出来たばかりとあって明るくきれいな店内。いい感じです。予約されているテーブル席に着座。早速メニューをみましょう。その中からハイボールをチョイス。皆さんが来るまでちびちびとやりましょう。暫くすると別の方もいらした。そしてメッセージがまた来ました。内容は「つまみも頼んでおいて！」メニューの中から「くりから」、「うな玉巻」、「鰻の骨せんべい」、「ぞろ芽サラダ」、「いかのしおから」、「湯葉」を注文暫く待って骨せんべいが出てきた。これが揚げたてで旨い。これじゃハイボールが進んじゃいます。そして０次会を終えたSさんともう一方もいらして、乾杯となりました。お料理が次から次に出てきます。白焼きをつまみで食べたい！ということで注文。まずはくりからを頂きます。これがまた旨い。ハイボールを飲み干して日本酒にスイッチ。通好みの日本酒があるので飽きないと思います。つまみはどれも美味しい～～～ホント日本酒が進みます。うな玉も美味しいな～ここの鰻は期待出来ます。そして白焼き登場。肝しょう油もあって良い感じ。肝しょう油を付けて食べるとこれがまた旨い～～強いて言えばわさびが市販品のもの。これが本わさだったら違うでしょうね。お酒も黒牛に変えて飲んじゃいます。そしてメインの鰻。特上と上を１つづつ。糖分とり過ぎだからシェアしようということに。出てきた鰻をみると大きさが全然違う。味はどちらも美味しいけど、やっぱり特上がいい感じ。いや～飲んで食べた。美味しかった。ここはこれから人気が出そうな予感がするお店でした。また家族でここは来たいと思いました。
        "
"
共水うなぎとは何ぞや
",3.0,"
          勉強不足で結局よく分からなかった。うな重では、普通のうなぎと混合にしていただいたが、食べ比べても特筆できるほどの違いは感じられなかった。タレは、少し醤油っぽくて辛めで、やや鰻の味がボヤけています。山椒を振るとさらに鰻の味が引っ込む。これなら、うな重は共水じゃなくても良いかな。肝吸いは逆に薄めで、旨味が隠れている感じ。ご飯の量が普通盛りでもかなりあるので、少食な方はオーダーにお気をつけください。それよりも、共水の白焼きを関西風に焼いてもらったやつは非常にふっくらむちむちで美味しかった。ワサビと塩の他に、魚醤などの合わせダレが出るのだが、これがなかなか旨味が増して面白い。白焼きである香ばしい風味は少し減っちゃうのだけども、バリエーションとしてはありだと思う。これだけ食べられるのなら、また来ても良さそう。共水鰻はひょっとしたらかなり繊細で、脂を落とす必要もなく、味付けも薄めの方が際立つのではないか…。知らんけど。目白はなかなか降り立つことがなかったので、良い経験でした。意外と駅前は寂しい佇まい。このお店はそんな駅から1〜2分と近い。近場の方々は帰り道にふらっと寄れる雰囲気のお店かな。無理にコースにしない方が楽しめるのかも。
        "
"
手頃な共水うなぎ
",3.6,"
うどんが主食の公式ブログ　http://alwaysudon.com/ うどんが主食の公式メルマガ　http://alwaysudon.online/mailmagazine/instagram　https://instagram.com/alwaysudon/目白の街は落ち着いていてなかなかいい街なのだが、ありそでないのが美味しくて手頃なお店。ふと検索してみると近所の食通のおじさんが行ってる鰻屋を発見。コリャー行くしかないと早速訪問しました。夕方、６時過ぎ目白駅を出て交番の脇の階段を降りていくと左側に目指す鰻屋があります。ここは以前焼鳥屋だったとこですね。暖簾をくぐって予約名を告げると、奥へどうぞ～と。一人なんでカウンターでいいのにと思いつつ、奥へ行くと隣のテーブルに食通のおじさんが座ってました。メニューを見ると確かに鰻のメニューの他に、ちょっとした小鉢料理などの居酒屋で出るようなものもあります。鰻の前につまみを何品かもらって飲んだ後に〆の鰻。お酒が好きな方はいいかもしれませんね。今回は僕は鰻重のみ。共水うなぎか普通の養殖か、どちらかなのですが、共水うなぎは高いので普通の養殖鰻にしました。杉並のうな藤も共水うなぎを使っていますが、美味しいのでしょうけれど僕には区別がつかなかった。15分くらい待ったでしょうか。思いの外、ご飯少な目でやって来た鰻重。これまた思いの外、養殖臭さが少なかった。悪くないです。でも、タレの味が濃かった。タレを付ける回数が多いのか、タレが濃いのか・・・好みの問題ですが。肝吸いはまったくダメ。出汁の味がしなかった。お湯を飲んでるようでした。これはタレが濃いので舌がマヒしたのかもしれませんね。ただ、普通に考えれば目白に貴重な鰻屋。好みはあるとしてもまともなお店には違いありません。鰻が食べたくなったら行くかもしれません。詳細な記事は→→うどんが主食の公式ブログ　https://alwaysudon.com/
"
"
目白・駅脇階段下、「目白 ぞろ芽」。【6th】
",3.2,"
「幻の共水うなぎ取扱い店」らしい。そう書かれた看板に目が留まった。でも、よくよく見てみると、「当店は国産うなぎを使用しております」的な表示とともに、愛知県一色産、静岡県浜名湖産、鹿児島県産、宮崎県産などと書かれてもいるので、あくまでも「取扱い店」というコトなのだろう。仕事の流れで、お客さんとランチをするコトとなった。この店の前で、僕が立ち止って看板を見ていたら、ごちそうしますよと、援護射撃をいただき、ならばと、甘えた感じだった。「うな重(上)」(3,800円)　――　「うな玉丼」に甘んじようとしていたら、せっかくだからと、勝手に注文された感じだった。重に、お椀と漬物が付く。下焼きがしてあったのか、思いの外、早い提供だった。うなぎは美味しい。あまり太っている感じではなかったけど。タレの上品な雰囲気も良い。後味のキレが感じられる。ご飯も美味しい。提供までは話に夢中だったが、配膳されてからは、一目散に食べた感じ。ごちそうさまでした。僕は、どうも、うなぎの費用対効果に慎重になってしまう傾向がある。かと言って、鰻のコトに何ら詳しいわけでもない。ただ、池袋西口にある「まんまる」という生産から鰻に関わっている鰻屋で、たまに鰻呑みする際に、いろいろお話はうかがう。池袋西口の昔からの鰻呑みと言えば「うな鐵」が、東口なら「うな達」が、池袋の鰻呑みの王道的な店だと思っているが、各々の店は近年、いろいろな変貌を経て現在に至っている。以前は「松月」という名店もあったのだが…。でもやはり、「まんまる」のランチ限定「まんまる丼」を30杯以上食べた者として、どうしても、うなぎは高くも食べられるが、安くも食べられるように錯覚してしまっている人間である。それにしても、５件で、「3.55」…。（文責：京夏終空、2018.11.18）（5件/3.55）（※写真は、後日掲載。）
"
"
共水鰻を頂ける目白の新店
",4.0,"
          都内で「共水うなぎ」提供店にぼちぼちと巡っておりましたが、先日久しぶりに「共水うなぎ」のＨＰで提供店を確認したところ、江戸川区・平井の「魚政」さんがリストが無くなっておりました。そして、こちら「目白ぞろ芽」さんが新たに加わっておりました。というわけで早速伺ってみることにしました。数日前に予約の電話をしました。まだ開店したばかりで予約をしなくても多分大丈夫なことを言ってました。。あまり目白界隈は詳しくはありませんが、駅から直ぐの場所でした。１１時を少し回った時間に暖簾をくぐりました。先客さんは無く、テーブルでもカウンターでもお好きな席へどうぞとこと、１人でしたのでカウンターへ。お絞りが出て、飲み物を聞かれましたのでノンアルビールをお願いしました。電話で「共水うなぎ」を頂きたい旨を伝えておりました。「到着時間に合わせて用意しましょうか？」と言われましたが、「待ちますので着いてからでいいです」と言っておいた積りだったのですが、どうも蒸しまで準備されていたようで、焼き上げでわずか数分で出てまいりました。まぁいいっか。お重・お椀とまだピカピカでした。早速蓋を開けて鰻とご対面。美しい焼き上げでした。見るからにふんわりとした「共水うなぎ」。まずは上半身から箸をつけました。もちろんそのまま。鰻は熱々でした。四ツ木「魚政」さんに匹敵する熱々さでした。ご飯はタレが掛かるので自分はもう少し固めな炊き加減が好みですが、一般的にはちょうどいい加減だと思います。さっぱりめのタレはやはり江戸前鰻らしさがあります。お新香も口がサッパリするいい感じでした。もう半身は山椒を掛けました。こちらは山椒の実が容器に入り自分でガリガリして掛ける鰻店ではあまり見かけないもの。香りは思ったほど強くは無く、また山椒のあのピリリとした感じもあまりしませんでした。ご飯の量は最初に普通か大盛かを聞かれ、普通でお願いしましたが、割と量がありました。美味しく、あっという間に完食でした。焼き場に１人、厨房裏方に１人、カウンターに１人（この人がご主人か？）、更にホール担当に若い方１人。４名の男性がおり、客が自分１人だけなので、少々緊張した雰囲気でもありました。。。食べ終わって、ご主人とあれこれ話す時間がありました。焼き方の方を「大将」と読んでおり、この方は神楽坂の「志満金」さんで腕を磨かれたそうです。そして今年７月にオープン。気になっておりました「ぞろ芽」という屋号。お聞きしましたら、思わず椅子から転げ落ちそうになりました。是非お聞きしてみて下さい。深い意味は全くありませんでした。今、東京は若い方が出す鮨店が多いですが、本来の「江戸前」である鰻はなかなか新規開店が難しいというか少ないです。「鰻は老舗が強い」と良く言われます為、「代々受け継がれてきたタレ」とか聞いてしまうと、やっぱ老舗だよね～なんて思うのも無理は無いのかもしれません。でも新規店ながらも限られたお店にしか提供をしない「共水うなぎ」の社長さんに直談判をして仕入れを可能にしたご主人の思いは多分相当なものだと思います。あと２軒ほどで都内（２３区）の「共水うなぎ」提供店を全て伺うことになりますが、ここはトップレベルであると思います。個人的にはあまり来ることのないエリアではありますが、機会を作りまた是非伺いたいお店です。（訪問時　　3.53　　）
        "
