title,rate,comment
"
デート、接待向きなお店。
",3.1,"
          銀座四丁目の交差点で近くにあるこちらのお店。久しぶりに再会する友人が予約してくれました。白く光るお店の入り口から高級なお店の雰囲気。どんなお店なのか、ちょっとドキドキしちゃいました。店内は個室も多いようですが今回は普通のテーブル席。入り口同様、店内は柔らかな灯りの間接照明が多く使われた落ち着いた雰囲気。個室とかも多いので接待とかに良さそうな感じ。周りのテーブル席もカップルが多い。先に着いていた友人は既に日本酒で始めてました（笑）全然雰囲気違いなわたし達（笑）まあ、飲みましょうという事で私はビールで乾杯！既にオーダーは友人が頼んでくれていました。日本酒に合う料理が多く上品なお料理が多いです。そして、いつも如く日本酒にやられて記憶が薄い（笑）お料理の写真も話に盛り上がり撮り忘れ（汗）落ち着いてお食事出来る綺麗な店内はやはり、キラキラカップル接待向きな感じ。いつもがっつり、しっかりお料理、お酒を頂く私には不釣り合いだったかしら（笑）でも駅近で落ち着く店内はどんな人と行ってもハズレなしかも。今度は記憶をなくさないでゆっくりお食事、お酒を楽しみたいです（笑）ご馳走様でした。
        "
"
イチオシの一品を
",3.0,"
          銀座という場所柄か高級感ある比較的落ち着いた雰囲気の店。料理は普通なのだが、「これは！」という一品はなく、チェーン店のような印象を受けた。料理はコースで頼むとＣＰ高めの印象で、売りの一品があれば大分異なってくるかもしれない。平日夜７時ごろ、仕事の飲み会で３０人ほどで利用した。幹事によると、注文したのは飲み放題付きの波心コース（５０００円）。雰囲気がいいので、料理にも期待が高まる((o(´∀｀)o))ﾜｸﾜｸ１品目「季節の手作り豆腐」緑がかった豆腐に黄色い花が添えられ非常に美しい。２品目「鮮魚のお造り３点盛り」マグロ、カンパチ、サーモンで構成。毎日築地から仕入れているとのこと。３品目「釜揚げ桜海老と梅ホタテの春サラダ」レタスにホタテと海老が入っていたらしい・・・・。４品目「百合根饅頭沢煮あんかけ」柏の葉の上に、百合根饅頭が配置され、彩りと柔らかい食感が楽しい。ただし、飲み会で柏の葉っぱを食べる人続出するハプニングｗ「それ飾りで食べちゃ駄目だから！」５品目「仔牛フィレ肉と焼き大根」仔牛フィレ肉がどうしてもチャーシューに感じてしまうラーメン好きの自分。６品目「タケノコとアオサ海苔真丈新引き揚げ」複雑な名前だが、何やら柔らかいはんぺんみたいな味でした。７品目「木更津産アサリと若芽の炊き込みご飯」〆のご飯、アサリ味の炊き込みご飯で外れるわけがない。美味い。８品目「とちおとめのイチゴムース」なぜか食べてないので分かりません・・・。（総評）落ち着いた雰囲気は仕事関係の飲み会では十分使えるもの。一方、凝った食材の名前と調理法が記載されているわりに「これが美味い！」と記憶に残る一品がない。ボリュームもかなり少なめではあるが、「イチオシの一品」があれば印象も変わるはず。ご馳走様でした！
"
"
銀座でしっぽり個室の和食デートに。
",3.3,"
          銀座シネパトスの映画鑑賞の後に利用。入り口も上品で、通路やカウンターも高級感があります。店構えは結構高そうなのですが、ランチは意外とお得感のある値段設定。後から知りましたが土日しかランチ営業してないそうで。電話で予約したからか、きちんとした個室に通されます。デートだったので、二人きりになれて嬉しい感じ。半個室やカウンター、大勢での宴会に使えそうな大きな部屋、赤いベロア張りの猫脚の椅子があるような洋風なお部屋など、いろんなタイプのお部屋がるみたいです。一番品数のあるコースを頼みました、お品書きはこちら先付　季節の葛練り豆腐造里　旬の魚のお造り三点盛り焼物　牛リブロース肉の陶板焼き逸品　黒豚の角煮と里芋の炊き合わせ揚物　ずわい蟹の湯葉揚げ食事　茸の炊き込みご飯御椀　赤出汁　香の物甘味　杏仁豆腐結構テンポよくお料理が運ばれてきました、２時過ぎという時間帯的にあまりお店が混んでいなかったからかな？でも、私たちシャンパンで乾杯してビール飲んだりしていたので、もう少しゆっくりでもよかったかも・・・ふつうにお腹がすいていてランチが食べたいひとにはちょうど良いタイミングかもしれません。味は、うなるほどの味というわけでもありませんでしたが、個室で他の人の視線や話し声を気にすることなく連れといろんな話ができたのは、雰囲気的にとてもよかったです。というわけで私の評価はそれなりに高くなりました。デートに使うのに良いお店だと思います。寛げました。
        "
"
■立地、CPも良く、いろんなシーンに使えそうなお店■
",3.5,"
銀座にある和食ダイニングです。Manneken 銀座店の数寄屋橋側向かえと言う好立地で、待ち合わせもしやすいです。席数も多いので、直前の予約でも大丈夫でした。↓以下を注文しました。■お通しカボチャのお豆腐は初めて頂きました。■たらば蟹とアボカドのサラダ(\950-)★★★☆☆ 3.5この辺はハズレないですよね！組み合わせからして好きです。■もち豚のとろとろ角煮(\880-)★★★☆☆ 3.5■根菜チップスと素揚げ銀杏★★★☆☆ 3秋を感じさせます。■たこと鶏ナンコツの唐揚げ(\760-)★★★☆☆ 3■秋刀魚の青紫蘇揚げ(\900-)★★★☆☆ 3好みの問題かもしれないけれどこれは、ちょっと微妙だったかな？■ずわい蟹と三つ葉のコラーゲン雑炊(\850-)★★★☆☆ 3.5〆に、胃に優しそうな感じで美味しかったです。コラーゲン(？)みたいなのも入っていました。立地、雰囲気も良いし、お料理も平均点、価格も安いのでいろんなシーンに利用できるお店だと思います。
        "
"
【パーティ・宴会プラン】　カイシャの宴会向けデスネ
",3.0,"
          銀座で銀パだぁー（銀座で銀座パーティー）とか、サムイギャグをいいながらやってきました。なぜなら、オッサン含む会社の懇親会で使ったからですね・・・しょぼん。ま、よくある、隣の声は丸聞こえの、大人数様でも個室宴会ができるっていう場所です。銀座5丁目にもこんな場所ができたのね。中は新しい感じね。掘りごたつ方式で。長いテーブル。私たちは20名弱だったけど、その程度は十分入るの。お決まりの飲み放題コースがついていてね。二時間半5千円 8品つきって感じ？先付（でも冷え切った感じの）から始まって、長々続く上役の演説をひとしきり聞いた後、ひとつひとつのお刺身にちゃんと名札がついちゃっている刺し盛りに「うぉーっ」って言わせて、それからサラダ。大体この頃になると、どちらさまの宴会でも、みなさんの声が大きくなって、向こうの席であいさつする人の声が聞こえないし、隣とも話さなきゃならないし。。。味はどうでもよくなる・・・・っと。実際、仕切りの向こうの隣の部屋のうるさいことうるさいこと。。そのうち追っかけますからねーーー！！そこに焼き物とか、野菜の揚げ物とか・・大体こんなメニューも微妙に冷めてたりしてるんで、いまいち口にはいらなくなってきたりして・・あっつ、なんか鶏のつくねみたいなのは、まぁまぁ美味しかったですねぇ。それで席替えしたりしているうちに自分のお箸と小皿がどこにいったのか？みたいなことになってですね・。・・あっ、ごはんがきたー。ごはんだ、ごはん。本日の場合は 山菜ごはんみたいな感じだなぁ。。でもこれもやっぱり冷えてたりして。。で、みんなの声量ボリュームマックスの頃にちっちゃなデザートって感じで。。ま、どうでもいいけど、途中の焼き物とかをスキップしたので、ちょっと口にしたくなる。コクとか期待しちゃいけないわけで、血糖値が下がらない為の手段かな。他のレビューの方も概ねそんなご感想ですね、それで十分わかりますよね？	    
"
"
ちょっと気の利いた居酒屋
",3.5,"
          平日の夜に家内とうかがいました。コンサートに行く前で時間があまりない事を前持って告げたところ、快く対応してくれました。何の前情報も無く、実は他の店と間違えて入ったので最初はコース料理などもある和風懐石の店だと思ったが、メニューを見て居酒屋と理解した。ざっとメニューを見たところ、よくある所謂居酒屋に比べ食材や調理にこだわりが見られ好感触だったが、食べたらがっかりという事もあるので、少々不安になっていたところに突き出しに胡麻豆腐が出てきた。その味がなかなかだったので安心して料理を待った。蟹とアボガドのシーザーサラダ、鴨と茄子のほうば焼き、えびと松茸の土瓶蒸し、塩辛のカルボナーラ風うどんなどを食べた。いずれも適量で味付けは居酒屋としてはややさっぱりだが、今回は運転もありノーアルコールだったため、丁度いい味付けだった。割烹料理や本格派和食とは比べるべくもないが、チョット気の利いた居酒屋でチョットオシャレになんて時にはいいかも。帰りの際には今度はお時間のある時にごゆっくりと起こしください。と声を掛けてくれたのも気持ちがよかった。また、ゆっくりと今度はお酒も交えて楽しみたいと思います。
"
"
雰囲気はよいのですが・・・。
",2.0,"
          雨が降る週末のランチに急に和食が食べたくなり来店。お店前にある写真のメニュー表を見て期待してお店の中へ。ランチは、４種類ある中湯葉とお豆腐の鍋がついているものを選択。構成は、前菜、揚げ物、刺身、湯葉と豆腐の小鍋、ご飯、香りの物お味噌汁。最初になぜか、刺身盛り。メニュー表にあった写真では３点盛りに見えたのですが、出てきたものは、マグロと白身の２点盛り。味はまあまあでした。そのあとに揚げ物。これもメニュー表では、天麩羅盛り合わせだったのに出てきたものは、蟹足の揚げ物。蟹の味が全くなく、撃沈。そのあと、やっと前菜。枝豆、変わり豆腐、アユの煮物。変わり豆腐がなかなかおいしかったです。そのあと、ご飯ものとして、小鍋、ご飯、香りの物、味噌汁、冷やし茶碗蒸しが登場。小鍋はなかなかおいしかったのですが、ほかは普通。小鍋が豆腐と湯葉なのに茶碗蒸しは、同じような触感で、途中飽きてしまいました。最後にデザートですが、杏仁豆腐（まともや豆腐系）にコーヒー。デザートは、１口食べて残してしまいました。お料理の構成に難があると思いました。これで、２２００円とは。。。もう再来店はないでしょう。（でも、お隣の宴会場で飲み会をされていた方々は大盛り上がりでした）
"
"
可もなく不可もなく
",3.0,"
          同僚と銀座で飲もうという話になり同僚がよく行っているということで来店しました。とにかくきれいな店でした。入口も店内も高級感あふれる造りだった。（高そうで知らなかったら入りづらい感じ！）個室があいているということで個室に！まずはやっぱり生ビール（キリンビール）で乾杯！うん！うまい！一杯目がおいしいと幸せな気分になります。お通しがきて（ものすごく小さい胡麻どうふ）、メニューを注文。○たらば蟹とアボカドのサラダ～蟹味噌シーザードレッシング～○本日鮮魚三品盛り合わせ○胡麻豆腐のチーズコロッケ○大とろ牛タンの溶岩焼～藻塩とかぼす添え～○海老すり身と刻み椎茸の米粉蒸し　　　　　　　　などいろいろ頼みました。お皿・盛り方・色彩・メニューの書き方など視覚的にものすごいこだわりがみえました。とにかくきれい。（女性には受けがいいかも）ただ、味とコストパフォーマンスが普通でよくあるチェーン店的な料理でした。他のお店に入れないときはまた行くかもしれません！
"
"
もったいないです。
",2.5,"
          職場の歓送迎会で利用しました。オープンして間もないということもあり，店構えはとてもきれいでした。団体だったので奥の部屋に通されました。すると，可動式の間仕切りで分けられた１３，４人ほどが座れる個室がありました。両隣も団体客が入っていましたので，まあまあ繁盛しているようです。個室の感想は，綺麗なのは綺麗なのですが，部屋に入った瞬間「何か臭う・・・」と感じました。新しいニオイではなくて，古い感じのニオイです。どうも，換気・消臭がうまく機能していないと感じました。私は奥の方に座りましたが，飲んでいる最中，空調が効いているような感じはありませんでした。それと，座ってから，掘りごたつの足下の絨毯から何とも言えない臭いが漂ってきて，これが部屋のニオイの原因だとわかり，正直，新装一月もたたないのに「これでは・・・」という感じでした。閉店後の部屋のチェックが行き届いていないようです。同僚も意識しているのかどうかはわかりませんが，テーブルから離れて飲み始めるし，店構えが綺麗で，料理もまあまあ，お酒もすぐ出てきてサービスも良かっただけに，もったいないなあと思いました。ただ，テーブル席もあり，そちらの方も雰囲気良さそうだったので，次に利用するなら，テーブル席にしたいと思います。
        "
"
使い勝手が良い♪
",4.0,"
銀座で和食が食べたい！でも、お値段が心配。そんな時に使えちゃうお店！飲み放題付きのコースが有るから安心♪スパークリングワイン、赤・白ワイン3種類、ウィスキー数種類、サワー、ソフトドリンク、日本酒や焼酎はかなり種類ありd(`･∀･)b3時間プレミアム飲み放題付きで¥7000円のコース。お料理は美味しいし、飲み放題も種類が豊富だし、スタッフさん感じ良いし、知ってると使い勝手が良いお店でした(*＞∇＜)ﾉご馳走様でした♪
"
,4.0,"
          銀座駅から徒歩0分めちゃくちゃ立地が素晴らしい(^ ^)料理もなかなか○(お椀ものが美味しかった とくに！)雰囲気いいから接待うけ間違いない！！接客の女性の笑顔と気配りがすごくよくて和んだ。食べ物も だけど接客が良い店は気持ちいい！日本酒の種類が豊富で5種類くらい飲み比べ物できたから大満足！楽しく素敵な時間を過ごせました。ありがとうございます。新年会また伺いますねーごちそう様でした。
        "
"
半個室で静かに穴子天丼。
",3.2,"
          銀座5丁目、すずらん通り沿いにある和食店、穴子天丼が気になりお伺いしました。お店は地下1階、やや暗めの照明、入ってすぐ料理人がいるカウンターが有り、個室が並ぶこの感じ、そしてこの臭い、もの凄く既視感を覚えましたが、取り敢えず・穴子天丼御膳 ¥1,900 をお願いしました。待ってる間に夜のメニューを眺めていると再び醸される既視感。10分ほどで到着した穴子天丼は、サラダ、赤だし、お新香付き。天丼の種は穴子、カボチャ、シシトウの3種類と少なめ、丼ものでご飯が大っぴらになっているのは少し残念です。タレは甘め、天ぷらは素材の味よりもバリバリっとした衣の主張強めで、普通に美味しくいただきました。会計の際、系列店が銀座に無いか聞いてみようと思ったのですが、聞くまでもなくレジに「香家」のショップカードが置いてありました！また機会があればお伺いいたします。ごちそうさまでした！
        "
"
個室スタイルで落ち着いて飲めるお店・・・美味し！
",3.5,"
          時には大放談をしたいけど、いくら煩い居酒屋であっても、オープンスペースなら気が引けるもの。そういう意味では個室で飲むのが一番だったりする。そんな個室があるこのお店、でもでも、お酒も料理も美味しかったりする。場所は銀座4丁目近くの裏手にあるビルの地下一階。場所自体も落ち着いているけど、お店も落ち着いいていい感じ。お客さんの場所柄のせいか、うるさいのがいない感じなのがいい。でも、お値段は酒と料理も高くないのがこのお店のいいところ、かつ料理もお酒も美味しなんだよね。近況報告・情報交換・バカ話、美味しい料理とお酒で存分に楽しめるお店だったね！
        "
,3.3,"
          銀座の割烹然としているが値段は居酒屋。和風だがモダンな佇まい、素敵なエントランスからレジを通り奥へ通じる雰囲気は高級感もありなかなか期待できる。席も独立していてプライベート空間が保たれている。さて肝心のメニューはどうだろう。まずドリンク。果実酒が充実していて楽しめる、が！メニューと実物がかなり違うのでがっかりする(果実が冷凍でいまいち。。)。次いで料理、刺身盛り合わせは鮮度、盛り付け共に合格。わさびだけ辛味がなく残念。豚の角煮や大根筋煮込みはまずまず。〆のたらば蟹の土鍋ご飯はなかなか旨かった。居酒屋の値段で割烹クラス、とまではいかないがそこそこのものを食べさせてくれる。
"
"
銀座・個室なのに、リーズナブルなお店
",3.5,"
          男友達と２人、久しぶりに会って食事をするにあたり、「銀座・日本橋あたりで食べたい！」と思って探し、ここにしました。料理店は価格もピンキリで数多いエリアの中、このお店は地下鉄駅から出てすぐ・銀座四丁目交差点近くという立地で、全席が個室という佇まいです。個室なので、ゆったりと過ごすことができました。料理もコースを注文し、途中、追加もしました。上品な盛り付けで味も良かったです。メインはホタテ貝柱の鉄板焼きでしたが、甘みが引き出されていておいしかったです。銀座で完全個室のお店にしては、リーズナブルな値段で料理もおいしい。良い店だと思いました。
        "
"
いい雰囲気の個室居酒屋
",3.5,"
          銀座のいい雰囲気の個室居酒屋です。個室、店内はきれいでなかなかいい感じのお店です。料理はお通しがあり、注目は明太子の燻製、白子の天婦羅、馬刺し、あんこう鍋（ミニサイズ）、銀鮭といくらの炊き込みご飯、銀鱈の西京焼きをオーダー。どれもおいしく、特に銀鮭といくらの炊き込みご飯と銀鱈の西京焼きが魚の脂の乗りや味付けが非常によかったです。ドリンクは各種揃っており、居酒屋としては普通といった印象。サービス面は個室のテーブルに呼び出しボタンがあり、店員さんは呼ぶと毎回すぐに来てくれました。金額は居酒屋にしては少々高めで、1品ごとの料理の量もあまり多くありませんが、味や盛り付け、サービスのレベルは良いため、コスパとしては妥当か少し悪めなところかと思いました。ちょっとした贅沢には良いお店です。
        "
"
立地、コスパの良い銀座の居酒屋
",3.5,"
          平日の夜九時半。勤務先の宴会で利用。場所は晴海通りからすずらん通りに入ってすぐと非常に立地が良いところです。地下に降りて入り口があります。新し目のお店のようで店内は綺麗。個室居酒屋なのね。立地的にもデザイン的にも接待や同伴での利用が多そうですね。一次会で食事はしてしまったので、こちらではドリンクのみ頂きました。銀座の居酒屋さんだけあって高めなお酒も取り揃えられていて、モエ・エ・シャンドン グラン・ヴィンテージを頂きました。久々に飲んでおいしかったなぁ。一切食べ物を頂けなかったので次は普通に食べたいですね。
        "
"
高級感漂う店内
",3.3,"
          銀座五丁目に御座います銀波さんへお伺いさせて頂きましたお仕事が終わり仕事場の方と銀波さんへ高級感漂う店内個室のお部屋に通されまずはビールを頂きました美味しいです私の大好きなポテトサラダを頂きました美味しいポテトサラダ野菜スティックが付けて来ますお刺身を頂きました鮪のどぐろ鯛鰆を頂きました美味しいお刺身です出汁巻き玉子焼きつくねの照り焼きも頂きましたつくねを生玉子に付けて頂きました美味しく頂けましたまたお伺いしたいと思いますご馳走様でした。
        "
"
残念！
",1.0,"
          夫の両親が長崎から久しぶりに上京して来て2日目の夜は懐石料理にするために、銀波を選びました。お酒が飲めない義父が居たので、お料理だけの予約して伺いました。通されたお部屋は完全個室で、壁の雰囲気と、扉の雰囲気が釣り合っていなくて残念でした。お料理はどれもそこそこ美味しかったです。が、日本酒はキチンと洗ってないグラスに注がれて来た獺祭でしたので上質な味も台無しで残念でした。お部屋の雰囲気はもう少し日本的な部屋にして欲しいと思いました。お料理の説明も、ふきのとうの天ぷらが入ってるとの事でしたが、ゼンマイでしたから、スタッフさんがお料理を把握していないのも残念でした。でも、義理の両親が満足してくれたので良かった事にします。ご馳走様でした。二度と行きません！
        "
"
接待で。
",3.2,"
          プレミアム飲み放題付きの、かえでコース6,500円。個室料は別途。種類は豊富ですが、ワイン系はなかった記憶。個人的にはスパークリングを飲みたい気分でした。あらごし梅酒は、甘すぎずそれでいてあらごしの深みがあり、同じものをおかわりしました。お料理は特筆するものはありませんが、上品にまとまり、量は程よい感じです。場所は銀座ど真ん中、静かで店内も綺麗。雰囲気は良いので、接待としては最適でした。ということで、今回は写真無し。ご馳走さまでした。
"
"
銀座四丁目交差点の近くの隠れ家的な和食店
",3.0,"
少人数のお祝いの会で伺いました。銀座四丁目交差点からすぐ近くの、こんな便利な場所に、落ち着いた雰囲気の和食のお店があるのは知りませんでした。地下に降りていくと、銀座の喧騒から離れた個室でお食事ができるようになっています。飲み放題付きのコースで、立地と雰囲気と料金を考えると、使いやすいお店だと思います。知らなかったら、ふらっと入るようなお店構えではないので、覚えておくと便利かも。
"
"
銀座交差点近くのダイニング
",2.6,"
          銀座４丁目交差点の近くにあります。飲み放題6000円のコースです。お通しは、葛練り豆腐です。まずまずです。御造盛り合わせは記憶に残りません。栃木県産和牛のリブロース陶板焼きは、趣向は楽しいですが、お肉としては、満足感にかけました。舟形竹の子の木の芽田楽焼きに、 海老・里芋・粟麩が付いてます。春らしい料理です。蛤と菜の花の真丈も春らしい料理です。鴨肉と水晶茄子もまずまず。サーモンと白魚の梅ちらし鮨もいいです。
        "
"
久しぶりに美味しくない物をいただきました
",2.0,"
          接待で美食コースをいただきました。はっきり言ってまずかったです。タンは臭いし、最悪だったのが、牡蠣の白菜巻。生臭いし、白菜は噛み切れないで半分しか食べられず。最後の海鮮チラシも、ご飯は冷たくて硬く、上に乗ったお刺身も生臭い。もう喉を通らないレベル。年末で忙しいのも分かりますが、あまりにもひどい。お部屋は綺麗、トイレも清潔感有りで、全般的に、ハードは良いのですが、肝心のお料理がこれでは、二度と行かないと思います。
        "
"
宴会向きですね。店内はきれいです。
",2.3,"
          銀座のど真ん中。ビルの地下にある割と洒落た居酒屋です。今日は社内の懇親会での利用ということで、毎度の飲み放題コース（苦笑）。ま、しゃーないっすけどね、こればっかりは。でも今回の飲み放題は、ちょっと良いめのお酒が飲めるらしく、例えば、日本酒なら純米酒が選べる「プレミアム飲み放題コース（5,300円）」でした。銀座で飲み放題付きでこのお値段ならまあ許せる範囲でしょう。で、料理はといいますと、葛練り豆腐、刺身（ヒラマサ・マグロ・タイ）、山芋とオクラのサラダ、牛肉の岩塩胡椒焼き、枝豆とカボチャの煮物、鶏の竜田揚げ、炊き込み御飯、紫芋の羊羹、という内容。ま、お味はフツーですな。どこがどうって言うわけではないんですけど、この手のお店の料理は味も素っ気もないのが多いです。強いて言えば、お刺身は割といけてましたし、紫芋の羊羹も小豆のような風味でまずまずでした。
"
"
銀座で銀波でランチ♪
",3.0,"
          2011-02-2819:38:55銀座で銀波でランチ♪テーマ：グルメひとりごと銀座でお仕事した後に銀座で遅めのランチいつもけなげに呼び込みをやってるお店があったので今回はそこでランチ「銀波　銀座店」2名席でも仕切りがある個室スタイルのお店床の間には壺のようなものも飾られてますｗｗで自分はあまり時間もなかったので「お刺身御膳」を注文ちょっと上品すぎて・・・・ボリュームも求める自分にはいささか足りなかったかな（笑）内装や個室の雰囲気もいので次は夜来てみたいですね
"
"
他の店にあぶれたときは選択枝の一つに。
",3.5,"
          ワールドカップの試合があり、夕方土砂降りの雨が降ったというのに近くのお店は皆満席でした。割とキャパが広いこの店は席が確保でき、5人で出撃となりました。コース料理ではなく、アラカルトでチョイス。お刺身盛り合わせいろいろ旬野菜の温サラダ ～バジルソースと濃厚黒酢ソース～牛ひれ肉と刻みわさびの和風冷麺焼き鳥盛り合わせなど10品くらい頼み皆でシェアしました。焼き鳥はまあ普通のレベル。お刺身がおいしかったです。飲み介があまりいなかったのでこの金額ですが、油断するともう少し行きそうです。まあ場所柄しょうがないのかも。ただ個室中心で落ち着いて食べたい人にはよいと思います。
        "
"
チェーン居酒屋。立地を考えるとCPはよいが
",2.2,"
          会社の人達と初めて訪問しました。まずこのお店の素晴らしいところは駅から近いこと。一緒に行く人に分かり易いのはありがたい。そして和モダンな店内は雰囲気もよく小綺麗です。ただし、お部屋は壁が鏡になっていたりしてちょっと洋風なところもありコンセプトが理解出来ない部分がありました。お食事メニューは普通の居酒屋メニューを少し工夫したものが多くお洒落でそれなりに食べられます。馬刺しはまずまずのもので、アヒージョなども量が少ないもののそれなりに美味しかったです。お造りなどの料理に説明は一切無し。普通の刺身でした。メニューの品目は多くないもののどれも、それなりに工夫されています。ただし素材が一流のものじゃないのは、はっきり分かるので他の銀座のお店と比べるのは厳しいかも。ただただ私の舌では、それなりに美味しいです笑にも関わらず点数が辛めなのは、接客やサービス全般について、とても接待では使えないようなレベルでしたので、このようにさせて頂きました。何々がラストオーダーです、と細かく何度も言われ、会計も直ぐに払ってほしいと言われたり、楽しく話している途中で部屋に来てもう閉店です、と言われたり。とにかく愛想の無い女性店員の方の接客の感じが悪かったです。人手不足だから仕方ないのかな。楽しんでいる気分をくんで頂けないのには閉口しました。一方でお値段はチェーン居酒屋らしくリーズナブルで銀座のあの場所であれだけ飲み食いして一人8000円程度ととてもCPはよいです。それなので気軽な会社の会や同窓会、30代の合コンにはおすすめ出来ます。しかし大切な方との会食には全く向いていないと思いました。誰かに呼ばれたら行くのはいいですが自分から再訪することは無いでしょう。
        "
"
個室でゆったりと、、
",3.1,"
銀座をふらふらしているところに素敵な店構えのお店を見つけて写真付きのメニューをみて美味しそうだったので本日はこちらへ土曜日のお昼すぎ頃に伺いましたが並んでる様子もなくすんなり案内されましたお席は個室になっていて全席個室かは分かりませんが綺麗なお部屋で雰囲気も良かったですランチメニューから佐賀県産 みつせ鶏丼御前をいただきましたオーダーしてから少し提供が遅かったように感じましたが「大変お待たせ致しました。」と一言あったので良かったかなと、、一口食べてお互い一言。『味が濃い』鶏ももう少し柔らかいのを想像していたので少し期待はずれだったかなあって感じでしたただ、食べていくうちに気にならなくなり普通に美味しかったです汁物が赤出汁だったのが嬉しかった〜食後に温かいお茶を入れ直していただきお手洗いに行く際や、会計時にもスタッフの方が段差お気をつけくださいなどと気遣いが良かったですご馳走様でした
"
"
銀座の銀波
",3.5,"
          2017年10月12日(木) 20:00頃入店。予約無しで飛び込み。5名はキツイかと思いましたが、直ぐに片付けてもらえるということで、ついていました。対応は非常に良いと思います。日本人2人、海外からのビジター3名という構成が、店選びを難航させてくれました。しかし、こにらは和食メインですが、ややヌーボーな感じで、魚、野菜、肉…と幅広く、正直、助かった感じです。日本人2人は良いとして、ベジタリアン、刺身を食べたいビジター、魚に飽きて肉が食べたいビジターと…、もうこうなるとどんなお店に入れば良いやら…。結構みんな体格が良く、5人席では狭かったのですが、お願いして広い席に移してもらいました。対応は非常に良いと思います…。英語のメニューがあると良いですね。オススメは…ウニのプリン  390円也クリーミーで美味しいです。魚も野菜も美味しい。野菜が美味しいのは素敵です。水晶のプレートで焼くハラミもなかなか。5人で28,000円ちょっと。やすい！ご馳走様でした。またきます！
        "
"
食事もお酒もなかなか美味しい、個室居酒屋。雰囲気も落ち着きます。
",3.3,"
          飲み会で利用しました。個室風居酒屋で、割と小奇麗な感じです。少々値段が高めというのもあるからか、周りも騒々しくなく、落ち着いて飲める雰囲気です。ドリンクはビール、ワイン、カクテル、日本酒、など一通り揃っています。料理は居酒屋にあるメニューは大体あり、魚系メニューが得意なようです。ドリンクは全般的に無難に美味しい感じで、外れなしです。料理は全般的に美味しく、刺身はなかなか美味しいです。まぐろ、サーモン、白身魚、えび、と言う感じのお刺身盛り合わせが美味しく、それほど量がたくさんあるわけではないですが、満足できる味でした。サラダ等の野菜メニューも豊富で、どれも外れなし。だいたい美味しいです。その中でもてんぷらがおいしかったです。こちらも刺身と同じく、ボリュームたっぷりというわけではないですが、野菜の歯応えと、衣のさっくりとした感じが合っていて、美味しかったです。デザートもアイス、ケーキとも美味しく、外れメニューは無しでした。接客も良かったので、是非また行きたいお店です。
        "
,3.0,"
          立地の割にはリーズナブルでした。銀座四丁目交差点より至近のため、初めての方でも迷いにくく、店内の個室はプライバシーも保たれており、照明等も暗すぎず良かった。日本全国のおいしいものがちょっとずついただける。メニュー豊富で選ぶのも楽しい。ドリンクメニューも女性が飲みやすい、フルーツのカクテル？があって、これは同席した女性陣に大変好評入店後すぐに段差があるので、そこだけお足元ご注意☺️
        "
,3.3,"
          ディナーで個室を利用しました。和食のお店です。カテゴリーには居酒屋と表記されていますが個室なのでそういった雰囲気ではなくて良かったです。お酒は飲みませんでした。釜飯が美味しかったです。銀座の和食としてはリーズナブルなので、銀座でいい感じの雰囲気のお店で和食とお酒を楽しみたいけど安く済ませたいときにオススメです。チェーン店なので新宿などにもあるそうです。
        "
,3.8,"
          お友達のバースデーなので喜んでくれそうなお店を探して「銀波」へ…コースに３時間飲み放題✨個室でゆっくり、料理が運ばれるのもちょうど良く、楽しい時間もゆっくりと。お品書きがあるので、その料理に合わせてお酒も選べてどの料理もお心遣いが感じられ…満足、満足、ご馳走さまでした✨
        "
"
味はともかく接客が素人w
",3.2,"
          この日は銀座に用事があり2人で寄りましたがとりあえず料理は普通に美味いけど接客態度は聞こえてないと思っているのか口笛を吹いたりと最悪でした(泣)普通に美味しかったせっかくの料理も台無しで残念でしたねwごちそうさまでした～ノルウェー産 サーモンハラスとイクラの土鍋御飯 群馬県産 上州牛のローストビーフ 北海道産 殻付きホタテのバター醤油焼き 福岡県産 明太子の燻製 北海道産 うにプリン 神奈川県産 鎌倉三浦野菜の盛り合わせ 他 日本酒数杯
        "
"
雰囲気のよい居酒屋さん
",3.5,"
          日曜日の銀座で、あいているお店があったので入りました。お店の外からの雰囲気は小料理やさんのような感じもありましたが、表にでていたメニューはカジュアルめ。。ということで入ったのですが、中も、座席は個室のつくりで落ち着いていますが居酒屋さん感覚のメニューというギャップがありました。お料理はとくにどれが得意というのはなく、まんべんなくおさえている感じ。山菜の天ぷらがぜんぶ半分づつにカットされていたのと（山菜は１人でひとつ食べたいところ）、揚げ方がぽってりしているのが好みではなかったけれど、あとはまあまあという感じ。味はそこそこで全体的にお手頃なので、何かのときに使えるお店だと思います。
"
"
銀座の和食居酒屋
",2.9,"
          居酒屋というには、少し高級な印象。場所は非常にいいところにあり、少し気取った飲み会に使うイメージ。雰囲気は良いんだけど、お店に入っても店員さんがいない。入口でまちぼうけ。少し待ってやっと現れた店員さんは、お待たせしましたの一言もない。この段階で、かなり残念な気持ちに。魚を中心にした和食。刺身は正直新鮮さを感じなかった。料理はすべて不味いわけではないんだけど、値段からすれば物足りないかな。あと、今回使った個室は少しせまい。場所が良いし、雰囲気も良いだけに、もったいないなーというのが、正直な感想。
        "
